id,isusingmultipledevices,freereturn,userid
cc0a521e0f695aa06ed11384fb616ac3,No,1,7292
dfae769c739093f5225cecaf4d5a612f,No,1,7293
930473a02d035f62b3c3c2628a284416,No,1,7294
c42c101f89ec57e54230d611f74d5ae1,WEBSITE,WEBSITE,WEBSITE
3f37c010783748f8e8577f732d74054c,No,1,39985
480167897cc43b2fb914238f45d7dbbf,No,1,7296
c48eb27d5b0a288f5bbf1545c218e001,No,1,7297
48338c824f561ce12a6f1c33d8ea4125,No,1,7297
47817658c89f15d634d488fabe77d4e2,No,1,7298
163fd77a3b90502e0f3aa35e3ec14fae,No,1,7299
56138186020206c2b1d99be41c8dc9b8,No,1,7300
9eb39f498fa0839b3ed20b519fde6c3c,No,1,7301
b01ccf4f29b57b0b1bdb9407050db28d,No,1,7301
8164ca2fe04767628ac1c6813e8a0867,No,1,7301
fd570928c75cc9b4e22488e1661d846e,No,0,7302
0b99dab71519032b917dc641cdd7ac5b,WEBSITE,WEBSITE,WEBSITE
ef7d30fd7f6763d2c0c53229b27de2de,No,1,7304
7316e11fe78963395fbab4a85d0b8f85,No,1,7305
9b4192ee086949047cfc64d86d895c2e,Yes,1,7306
a4c07618e910823c1d3d95a2e696e75f,Yes,1,7306
3cdad14c5d7c1e1fa307772a876b42d7,Yes,0,7307
1288625a4bdcf1109ff5adca3bd33753,No,1,7308
455a9ce9e0c8e8a0c7745eecd6a64be4,No,1,7309
42ae58924107d3be8c6b7b7e3cfd4164,No,1,7291
a8bf0da1f92e868795401cb281371ed7,No,1,155664
bc264522d8cc7a47fb5e8f606a6013a9,No,1,7310
e5a5d1fa6871e3e01b1cb0d41dc5ffce,No,1,36541
ac4ff5e8dcf9daa23c293b96d8ea9ef5,No,1,51293
30270b7a8f7d456b15e65e299b5bf199,No,1,7311
ccbaefcc48cd5f8ec9309165ea694eb2,Yes,1,7312
bb9caf96076d335da9c6d368c385dcd3,No,1,7313
5113fbbf6c62901a412b2d5d24daff63,No,1,7314
967162a0b2dc0483ad3d0f47dfb1e9ac,No,1,7315
11997aab46c754fb90f36b9d8e4eaf99,WEBSITE,WEBSITE,WEBSITE
9fa315bff7fae22608236c2aa527fbd8,Yes,1,7316
0af62754d41faf4cabd69b68b2d0368f,Yes,1,7316
74322d3ea58d8c6643c5508ae0a33af5,Yes,1,7316
a0f1a0686c4ecffbf795ea2d2a42817e,API,API,API
3f64b203421386156d5ef92c600045c6,No,1,7318
5456133e67453a4c86d63b50d1f8bc2e,No,1,7318
e3537ccce7b6d7ed1b54f9a585985716,No,1,7319
76edf3aeec7870bdbf0d146a95e611cc,No,0,7320
8dfe8cee5c46c3c42f3bfa933035d7aa,No,1,7321
5695dd7bfdf01700983a66a5f2d57698,No,1,7322
c5a264a82289018331673285e24d9dd8,No,1,7322
1d221442f2e2158c01747714f9bb00f5,Yes,1,7323
e3fc72518f213ad1f39ed9306da322b0,No,1,7324
17463ec465317dc0558d5a5234b7b8ba,No,1,7325
b4eb391ccdb1a22629fbf8a3b7950cb9,Yes,1,5174
030586fa78fc1abdba85da161d943b08,Yes,1,5174
15501c5743a5376e7556886714f1d36f,Yes,1,5174
2e8ce85304964f73969ede67c5d66498,No,1,7326
3f9f19645d91da25c3dc1ae235999cc4,No,1,7327
e1e4fdbce97bad3d9230fb606165dc1b,No,1,7328
626c077327ebe266ff6d59f06739f311,No,1,7328
82d1c46a6014199790e16ead8a170b98,No,1,7328
69620311e27d6437b226e8925801d6b2,API,API,API
7967d550a306a50276991b19ddb4d72e,No,1,7330
aea2502138f55af2809a728d6308e348,No,1,7331
8d97f450424ddf6448b7efe4159d2aa6,No,1,7332
331a2164f460e3e1d41bf75969e64ce5,No,0,7333
934535dc581e59cf47d5121fb1fe4186,No,0,7333
d4e452f4710f30e083260da22c346f92,No,0,7333
8d0edb3d066ad2480d1f7aa966f0fd52,WEBSITE,WEBSITE,WEBSITE
bcb91d59186aa1e622116246fc3fe62c,No,1,7335
9c156653d889d37811915236feed8660,Yes,1,7334
5be5d2b913dcf4dd9ad2759c2e150d92,No,1,7336
9ab05403ac7808cbfba3da26665f7a9c,No,1,7337
72fb22982ac69857cb2432f13589836e,No,1,7338
ac3f493742d14eee1e4e4ae00f2704f6,No,1,7339
bb41d7ba746e551cbae52d2aaab4f625,No,1,7339
bbfac18d2edb930651d866f44fcfcb62,No,1,7340
429179fb7df2b9be885407a2f38a6b72,No,1,7340
035eb76e8e1199879473db82502d31dc,Yes,1,7341
197375e98eac65e65da5ff18ec512978,Yes,1,7342
e2ba9673fc8a4f64bbebfc27f0d73ad2,Yes,1,7342
d7f71f28449665f9eefc114e5e7d3e7b,Yes,1,7342
696732fbfd6231bac5df185fae52e8ce,Yes,1,7342
396f2f40f528b0bcfeb546b915917247,Yes,1,7342
64357314e1c294fca2c6419e6b6d59af,Yes,1,7343
72a6d73ab903ffb7b81f5fc679103a7e,Yes,1,7343
aded6ee2a29750522670aad156b654bd,Yes,1,7343
16b0ad329cb228a9007353d31da0dad5,Yes,1,7344
2b9977c8d7c6e4217bb29e2f2a2eafc1,No,1,7345
fa3ac9e7b5e2ed174bc1104f1c9ec9b6,Yes,1,7346
323e403f79d8cdb24a2480338f6ea9d6,No,1,7347
0f975e34d0dba01feac553cb9dd64857,No,1,7347
5fd28170bd0b91d09f02ae9983bc67e6,No,1,68479
3e3dab60e3a76214aed4a502603e8636,Yes,1,7348
0699d72f474c31efe0028155463cd8a8,No,1,7349
0e78a1b0be474c86f804095d2909c141,No,1,7349
01baf76735e53fba2b533ad071288344,Yes,1,7350
e310d16f71b684686b3d249bb8729ebe,No,1,7351
5f06f7aeeca9a91b8cab79b2b83bdda5,No,1,7351
e40d53ca19cd28f7dae77368fab8df4d,No,1,7352
8d373a5f49b37b82596aaaadb567e6ff,No,1,7353
976e158e7e9b74c8fdd20c3f259daf15,Yes,1,7354
870288944660351d6d2f35dee759701e,No,1,7355
164710e8521a5b39302f816392f05bc2,No,1,7355
65d141290a7de8a5c5ad8c972e8e6eff,WEBSITE,WEBSITE,WEBSITE
3894de97e081b06e5749a83e6bed2399,No,1,7355
2ff87ef2c8e0ec43f54888b94b9d5d05,No,1,7355
c2aa4a54d4c5f5728e121f37b40472b9,No,1,7355
74707d064c4eeda12c3bf2f1807a7198,No,1,7356
26fcf9e127023b55bc1dab3feacf45a8,Yes,1,7357
6968240043185f65f22097299b865f6b,Yes,1,265622
74367f78d716836cc099eeb6497f8703,Yes,1,7358
f799c7725ba6830f41f0a8f886c6ff94,Yes,1,7359
5499e63224605f2eb13406af0af5b76d,WEBSITE,WEBSITE,WEBSITE
d7323519970d0e3680ef5fa1edfe0e56,Yes,1,7360
64fbe576c6c8797d5b351dcbcd1e93be,No,1,7361
5655cf23be4dda7082c8bb3a8d8f8016,No,1,7362
58ab5c05ec8dfa3e35a22dfe717da10e,No,1,7362
beddf554eb637cbe8c079b879c79c29b,API,API,API
9d0fd14c56f15732cb894bec23bd6a13,Yes,1,7363
4c038c24158aa04f63a0ddf71c462716,No,1,7364
c81ef80ecde3d941d129c74e91d91d0b,Yes,0,7365
b34e2442144b3750a1e533d4e6cc468b,No,1,7366
55c11616b1aeb14d5166f02b07e17eb7,No,1,7366
b270a720f6ac2e8a8c53d968243d5971,Yes,1,7367
01bd1435be431e15ff794c00de827ac2,No,1,7368
2e51055e7d09f972c49336144993e082,No,1,7369
0cfe3c931a81acba365b335768dd0d93,Yes,0,7370
d2093598e3babd6de5b9912472fb42e4,No,1,7371
dcc058d450e756b26ab0d8a789cd8863,Yes,1,2237
643fb86c8172fb56d8898497eb682c27,Yes,1,2237
064e3a5648fb4a7f911155bd81f87fd2,Yes,1,2237
a84f33ae6490fe0c1335b1b5180d92fa,No,1,6043
328de839e30893a67fc55ee2bf2ff5ae,Yes,1,7372
4fd461cb569f30c031f9f94580af80c1,No,1,7373
84b184211c5d929d9435a371eb505cad,No,1,7373
646e69d6e105d351e4e31a2e02a69b0e,Yes,1,7374
1de6b7909d0cb2fa54f7e321f505a4b9,Yes,1,7374
2674cea93e3214abce13e072a2dc2ca5,No,1,7375
e71490137b17f3d1eb2e7298b2599a34,No,1,7376
f3a3cc4e1b8b4b0438505c0a38efad9f,Yes,1,7377
71ffa17407d66e134442eebb32d330ec,Yes,1,7377
1de5b30a72e738862b9f25c1131f2a98,No,1,7378
fd7a2c9c29fd3962afc288c0d0e1aad4,Yes,1,7379
62cb1b02c845efe41e4f41b8c1fc87fd,Yes,1,7380
729404b28f3bd32761c667a668453f4c,Yes,1,7380
f5c80b20fdee4e645ff315a56f12a716,Yes,1,7380
d8ffe0099bb7e2c98f8e6e5c37baffa2,Yes,1,7380
d71d9e49824fddceb67a26b34e5bc770,No,1,7381
45ddfa251d2530f6865be72a998b03dc,No,1,7382
43b136e4e130934ebda7768e3e728671,Yes,1,7383
2aaee6030450367cb4236c87570c25a9,No,1,7384
a5dcd040486a679c3f649e721d8351dc,No,1,7385
29cb2d8a436d82bf5dbcca7ea09edc5c,No,1,7386
51934729f32d36841a17e43e9390483a,WEBSITE,WEBSITE,WEBSITE
4ef5a564be51e55d5a1b86168a99f528,No,1,7371
4ab3564cc099eb3b31a16042f06bd31e,No,1,7371
16e66f0d674db0deec510772414cd5b1,No,1,7388
1408358fe6a7f9327dd41a5651ac284c,No,0,7389
a74d1ff33e951286f8b41bd995f0c5e0,No,1,7390
af6ed7985af478ed7c4ab93cee8772de,No,1,7391
f075ae724a0ea982e4f09f003990a0e7,No,1,7392
7cd5a1d4664804885ed5092f68ff1842,Yes,1,7393
822bfaa40020f5d6b232139160b48b05,Yes,1,7393
376dc62eeb4b777df0f1e58a91a7818f,WEBSITE,WEBSITE,WEBSITE
aba2b11d01c3742d77a4391276731579,WEBSITE,WEBSITE,WEBSITE
2d8fe42de2f833581faa077f788329fa,No,1,7395
08b94fd98ee63a60c5d191649dcfe29a,WEBSITE,WEBSITE,WEBSITE
042aec9e604155f2f06c0a16c5f9ba06,No,1,47032
51e2038e383ecfc953bf1ab5a0747c63,No,1,7396
bbc4cd33ff8bc2cfdff66557dbd84a85,Yes,1,7397
c55c6eea07345c455a100597687a61d2,No,1,7398
29f81692d9af87c8826aafca8ff5dad3,No,0,7399
e286a04b20bc52074820789fd5eb78f6,No,1,7400
b1fb3726a5a825732f9a25e210426c4a,No,1,7401
cdcc686a434d09ed24e4b736d593858f,No,1,7402
ebd58b8a3f1d72f4206201da62fb1204,No,1,7403
9181a74736d3b86345dadbc90e29390e,No,1,7404
2a3e953a5e3d81e67945bce5519f84c8,No,1,7405
4c0303ffb193bd5e66078909a15268aa,No,1,7406
9c25dc28b94e5226f1983330dc421cec,No,1,7407
b2f1384b8feb04d2de9a85124dc64613,No,1,7408
f1e1fd9e97f59379ed79bdf258d55042,No,1,7409
9a5859b8f76280c97c0c185a19d17014,Yes,1,7410
d3f010d6bc392b904f63ce5792891b71,Yes,1,7410
4d419d5b4274ea8faaf4f37410b97bd6,No,1,7411
7f64f0cab28dde6781f430fccf09f3d2,No,1,7412
807fd505578df62fdfc87fad88d8e0dd,No,1,255982
bfb26b513b7a640448c79c3bdd6d2bb0,No,1,7413
32f84b597629f37d9ef53d714fce6fa1,WEBSITE,WEBSITE,WEBSITE
076db4058c59c7390c4ceec61646ea33,Yes,1,7414
a6143dafe10eb30e48832f3a092674e0,Yes,1,7414
751d8d469b4f5508690047d65cbdac1b,No,1,3028
dcf702356e8c9c78c3fd3e87f0d8896f,Yes,1,7415
d4dcf709a96dca127d0429d73c443afb,API,API,API
320274ee8b7f2e8a82d37d07f64c0e0b,Yes,1,7416
4c74dcfeac90df69aed5c8a90125e696,Yes,1,7416
7992308d89ff6b43bc197c8ef9bd934b,Yes,1,7416
c8be071dc1fa4062d7638bb7c9d17afb,Yes,1,7416
70fa3e3aed5e5da45f0114c00fadfb41,Yes,1,7416
8513351ff7f10b0f156c9d1f669e1210,No,1,7417
8f7b2d9100577f77aa8fbb4f51c0366e,No,1,60263
06c765902df5e6af92864147e1995fa3,Yes,1,7418
6dc4a31db60d3da6b1d477315619952e,No,1,7419
73eb26ad4e0c9d3f4a7bdede7856b79a,No,1,7420
bca314ed6a27eb1a7ce8434de54e3453,No,1,7420
7e7a41b8100b5266d5ffe632211f8ecb,No,1,7420
827cf4bc2f28f73e24c151cad3be7567,No,1,7420
18fc3b6cc1e55ccea877c161e2e9ba27,WEBSITE,WEBSITE,WEBSITE
807c2fa13d210319043db7c80d7cfb00,WEBSITE,WEBSITE,WEBSITE
25e2d0317e892210f0bfed6b1a96d1e6,Yes,1,7423
e7a29a17f7144e9bf52932fc7c6f9f92,Yes,1,7423
9596fef7e29086a6ab33b42e326c9a73,Yes,1,7423
5c0c3007f1af27e1191082e12a27b0b8,No,1,7424
1dbcca5262f495a41da945b2851ed2de,No,1,7425
114cdac531f509e3ab04a2caade973bb,No,1,7425
b7cda51a7b31b77fe2d5c1ee19f33496,WEBSITE,WEBSITE,WEBSITE
232362afef787e622e4d148d7630445a,No,1,7426
aef26bbca340bfeca3e5138aff165c59,No,1,7427
cfaedf8d25fee6179bfc4bcb64bbbfbd,No,1,7428
451e10de8e2fb18a9f795679b52dc9f6,No,1,7428
78e005de0c4a9c8ec257bd34181a9923,API,API,API
db817217c5d9b196aa39cfeb0ce889e4,Yes,1,7430
ae2cd9938873f32a93b6c858bf62f26b,No,1,7431
b49c21e3241ca30fdcd45758f44abe07,No,1,7432
bb83b72bf545e376f3ff9443bda39421,No,1,7432
bbe2977a4c5b136df752894d93b44c72,WEBSITE,WEBSITE,WEBSITE
9dded08b6cdd4ef785eb6cc9aa57c075,Yes,1,7433
058559163377ac25d5310e8c2c8b304c,WEBSITE,WEBSITE,WEBSITE
b3633b88d30579ff9c2e9154b0c79521,WEBSITE,WEBSITE,WEBSITE
9ffafdbde2567d33a37c9a2edb70052e,WEBSITE,WEBSITE,WEBSITE
0829cab14fd3f2444652a9cf2b779732,Yes,1,7435
aba0c5e198ba4415182457b5eafa655b,Yes,1,7435
2784c762da784d9adece645ff9e61637,No,1,7436
7aaca7ed25a9290e1953a69e401d924c,No,1,7437
b27152e13b5ed9b61478a1384d7b9bf2,No,1,7438
c07d101913fe4982e90874d6747e4e59,No,1,7439
9e4aef142346875a7f13f4a42526a69f,Yes,1,7440
55a8ecfc025a6e4340701d18354d8235,Yes,1,7440
3fc90b8360ec984bca9ef733dc3cb612,No,1,7441
19df34e5a4cbdb9c7a41acd3fbd71222,Yes,1,7442
82743f31779d2167a2fb3a7e7ec979bc,No,1,7443
5da9942da9fb4fe0d77eb32bd6165e43,No,1,7443
b42a32350172cd36370226a103aae213,No,1,7444
e60eb4c0fcedab496bcf7fb6d240dd42,Yes,1,7445
45e442e4bb8e231b3ca90055fa548bee,Yes,1,7446
69f00c668860dd2a02c612891ddc762d,WEBSITE,WEBSITE,WEBSITE
d106161033da24ceb07a0103fd837433,No,1,7447
42df59af01e92da78b4b264baf972f8d,WEBSITE,WEBSITE,WEBSITE
710aad3ada51c8b318f927082d8cae6d,Yes,1,7449
8bb74b945ed32ca2b2f8da600e247d20,No,1,7450
03b0db8c971432a5e8d163897176a7cc,No,1,7450
94df87e80e4003c876d91c2daa0b7f95,No,1,7450
c53e912b5f1f9f356348061f065828fa,No,1,7450
714cb7478d98b1cb51d1f5f515f060c7,No,1,7451
0cbff6dd75df1f43e3abae409ed8a9fd,Yes,1,7452
c052e590b0d2cc3863f42d501d7d4856,No,1,7453
7d5047f570e6c05c4040f08aa0b1e3a5,No,1,7454
5677498ba2a6142dfd3aa5cdc8bb687c,No,1,7454
e7f9ef5ab27988091ed7ba2cae40384e,No,1,7454
16dd8c942ad630be7e5a12b681b3f5c4,No,1,7455
0390aff9c68eeb7b64fbebe21c878de3,Yes,1,7456
2eac42424d12436bdd6a5b8a88480cc3,Yes,1,7457
ff3d65f00548c4e0c189bb01825f832e,No,1,2211
3dcc0806127ac6878b990a079e4f8c77,No,1,7458
77a4df1abe7183c4302bce4fd120e216,Yes,1,7459
f29e862f7307c4eb635b0bb98fdbaf60,Yes,1,7459
4132e96a90534adcb9ecdc09e73d10d7,WEBSITE,WEBSITE,WEBSITE
8ccf849734993abe369360d16d262328,API,API,API
95edca92b1e846073efb942471663749,WEBSITE,WEBSITE,WEBSITE
ecf906a99fb0d66f7aea10c5504b88cb,No,1,7460
bf453f2614003078beb672654334ce15,No,1,7461
cf3b784c8593890043b17e24088125d4,No,1,7462
0da44af358e8fcb6a6c2040602172d8d,No,1,7463
2d71144eda8576cf6053c5e7c2be6810,Yes,1,5424
b06cbb874ce37177f6dcdf690b5ac490,Yes,1,5424
5a2cb441c18f6535a9fb765251345d0f,Yes,1,7464
2dc8bd91d566cac1abc88917ca71e1ee,Yes,1,7464
6a1ee3f23287b452bfc735ea0381ddc5,Yes,1,7464
c413f7f539f39425597705c9142a94b0,No,1,7465
1e00996d70a49ff85e8269693709c490,WEBSITE,WEBSITE,WEBSITE
c821676842228981f9b9618632b27274,Yes,1,7466
f4aaa6f85a8a9a5cc063b6b109fe75a2,Yes,1,88742
92703b40f4978c54122f6ecedb781546,Yes,1,88742
fa45e04412386eaef9d603bc349b5065,No,1,7467
d56fac4fc074379769b86e77e00422dc,No,1,7467
4a3cffe005397d4cffdee044f1c8d30e,No,1,7468
4cf06252cc21d496e754ad7185d0617d,WEBSITE,WEBSITE,WEBSITE
7fb56a46e022f780f9de8fbd72aa091b,No,0,7469
1ad31a8fd663d63f490bde6093821c7a,Yes,1,7470
0d8b5e804141b2297b65df6ff6c9ce27,No,1,7471
d203bbe1b9e242a034b376bafda15a99,Yes,1,5424
cd50a6640d6284992905dc447fd7701d,Yes,1,5424
df5665df072805334c14ca0c79bbe794,No,0,7472
570f6ff5228e5ab43af45555c8710998,Yes,1,7473
262f3d665f3ebe0bb7af2a1044ea9d23,No,1,7474
f84f4800d13741a98ddf9bc46e58355c,No,1,7474
a93dddc1fd67c3a6409fafb5801d7d50,Yes,1,7475
36cc76f6dc57f50bdbda82f92aff1b94,No,1,7476
bafd1b75c5f0ceb81050a853c9faa911,No,1,7477
aa8da3e60fb65cda2ae6b220268c4964,Yes,1,7478
043ea4eb48d314b91e95fb5052d3d8f0,Yes,1,7478
0192adec1a16b0565dc3f70b5d235a40,No,1,7479
3c63021df32e126a8dcf115d07e23f59,No,1,7479
4641f63dd756285f550c6361c9da2e31,No,1,4457
95e2b3bc377ab32c26e010300ce0081b,Yes,1,7480
c4d856156b2c629314b9edd13523fe8e,Yes,1,7480
5a0948634378d18b07e1615c0f953076,Yes,1,7480
cdf039a172c2935f315a7d4cec997c35,Yes,1,5424
978f34620323a49beac44c046cb2117a,Yes,1,5424
0e19a8bac63f97a513063dcb9a64442b,No,1,7481
e7fed988dd5f2a44bb605bffd0f6c19d,Yes,1,7482
129e4760599f99cd2841b7a19d03e07e,API,API,API
d3636814355d8734527d64d9a229acc3,Yes,1,7484
10b3a190826923700349cc96979e8b48,No,1,7485
68e0937d0f20f63d46f066cb42c048a0,No,1,7486
6ea1301c76a2752155f93ff51443ad01,Yes,1,5424
6e188dc874a5c7bee808852f9020c0c9,Yes,1,5424
bf15fc6473a38b79c0a233e9c6581775,Yes,1,2247
798cfc169a66eb10aa814f8a45d5ef42,Yes,1,2247
20872559d95722c9d6a71d973c1a00b5,Yes,1,2247
eb5053f7d2403c84a849b040014903ac,Yes,1,2247
b4e996f75bdf4c28209feba4693ff228,Yes,1,2247
ca6037b5974c5b0dac440bcdfb299bce,Yes,1,2247
042886829869470b75f63dddfd7e9d9d,Yes,1,2247
7207cc49aa823ca90c015aacf4e9c161,Yes,1,2247
d13dda85502e18dac4bca8c4c429b86c,No,1,7487
dba0ff02313bd467ce9d52df8d6c80e6,Yes,1,7488
32f791428812696ee7ce8f161ecd490c,Yes,1,7488
b6b48639e4627ac7813f3501da8e4465,Yes,1,7489
e1c2e55cc575a2ccb30e7bbafc011b03,Yes,1,7489
efe7beaa44d6e14c30432d43b2522ba2,Yes,1,7489
63e6bc520edcbaa95446b5690d989f30,API,API,API
1ad93267910df9c994eae8e51f527c7b,Yes,1,7489
5898493fbdf4a44a24084021b2215f85,API,API,API
c47a3ba2c793b5b9e21260f903c37d4d,No,0,7490
86158a6b3924670a32dad65bbc41bd95,No,1,7491
f2671992766736eaee5018a1de716c86,Yes,1,7492
10ada88209bc465aa0ebd61bc248733e,No,1,7493
16b5e60b803fb3925ea88833ff398caf,Yes,1,6998
76a271c64a315732aa56eeb7277a63d4,No,1,6741
11084aaf0a5fc9561425a254a219f6f6,No,1,7494
a08fe31c3bd2c3b13889d5caf1f7ace8,No,1,7494
27bf6226213cf288dfbf62ffc02bad4f,No,1,7494
076fe937e59c252325e2a760ae2e4d37,No,1,7494
cef762ecebfd6ff463ce4fb05f095d92,No,1,7494
a22ede5d703532f281f393a5459571fd,No,1,7494
0781c82b50d158791bfe033e631af1f0,No,1,7494
2bd0715ad6441bfe81c6644c0c500205,No,1,7494
fb7b1850ba96e427e01404c3ed805cc2,No,1,7494
a793d307441615af6aaad7497a75de59,No,1,7494
f62a14520d684eec4080c6bd4c643b24,No,1,7494
ebc82ddcaa790d66bba665311ead3045,No,1,7494
251ea3991fd165bfd231aa53cd439968,No,1,7494
d4a4ccddfa91dcb33b30f0b1e210c9eb,Yes,1,2247
e1f5448f160187bcb4c4acaacfb3456c,Yes,1,2247
87c527cac12268901c64a3f56902fe6b,WEBSITE,WEBSITE,WEBSITE
6a37887d2b55c87ad45dabf3ceb968b0,No,1,7495
723bd01f65708dcab0548d00d78b0741,No,1,7496
3af6a013ffca8b7e22ce57d00090b754,No,1,7497
f3f22264dbacb7ea850f2108d0b8bdf3,Yes,1,7498
e394c4fcf4858aeb877a99486c9c9418,API,API,API
097a266326991a991c77d203160c8563,Yes,1,7498
38dc1cfbbc29336d6e9dc76e9475d4e6,WEBSITE,WEBSITE,WEBSITE
dd33a21f7b5d1e39ae66b67be7a6d253,Yes,1,7499
b16d68771e66bcf6386df99368154934,API,API,API
2950b6afd1a54045c0659ae2368893c8,No,1,7500
951ff4e98728489ab3949b77a11507e2,WEBSITE,WEBSITE,WEBSITE
8db7b8a002edf0b81837b1d347a3657c,Yes,1,7502
5cc5786888fcd29fead92651a9ddd9c1,No,1,7503
a767b1393860de7db35a9954b1aa2f9d,WEBSITE,WEBSITE,WEBSITE
43e0f65fa19829c2ba10cc1e04f6b147,Yes,1,261482
1dec69fd432365f7affe596a50965e29,No,1,7505
181cf41ce37cf9128e1d95896661c5c9,No,1,7506
8cde262fa88618f09747e11735d0bc09,No,1,7507
c4a39d2dae0a618f4ff46d348b9eedb7,No,1,73
45efa623f6111a5e410641c6b86c85ea,No,1,7508
999c6838f46b9a572fc823ee0590dd15,Yes,0,7509
2cb1e384e0906033e91c4795c75ae6fb,WEBSITE,WEBSITE,WEBSITE
39e9d130e6936441d85e8b7e28860823,Yes,1,7511
050553d40196ef109fff37cbb40aaf28,No,1,7512
0c14d9e1250da76981b5fac734227f0a,Yes,1,70619
445448cfb89afd8e924daec8a53ddd16,Yes,1,7513
8ef93f7f477aa4674324b551ee68529f,No,1,7514
64088ac40459322f5faa65ecafcd77cf,Yes,1,7515
66894012670fbc5532ca44f2f87ef848,Yes,1,7515
818e9b09babdd65d130adad9a4ca9274,WEBSITE,WEBSITE,WEBSITE
249b96bd669d584de425cc8761d2ca9f,No,1,7516
872fb3fb0971627bd1e3eb852900a177,No,1,7517
9f9d7d036be82e3c8c373b3646d3ff8e,Yes,1,7518
39a1dafc5f8576b47d615f12de932e09,WEBSITE,WEBSITE,WEBSITE
f9becb4fc983a43a91e182c79cc5e99c,WEBSITE,WEBSITE,WEBSITE
91836ea292e688863d5165ae32aef8ff,No,1,7519
3b87a374bf05212831dde204637f56cb,WEBSITE,WEBSITE,WEBSITE
0fd48905c01efe57e06cef04e3d71038,WEBSITE,WEBSITE,WEBSITE
a9dab015b5ebf6fce8c88e0d387c057d,WEBSITE,WEBSITE,WEBSITE
e775a20f0553c08010a113c9c67de544,No,1,7522
1a62026e6b035b51682672932876a119,Yes,1,7498
ae852ba7ae75fa4c5c7d186a61fcce92,Yes,1,7498
7dc648573025e45ad653e535fabfd1ae,Yes,1,7523
972494a2e9aa540c53cdadab0caa401c,No,1,7524
f4cfab7920e9cb176ab3b4e324d85f63,Yes,1,7525
ab394288aed46588bdc90bf4b541ec0d,Yes,1,7525
75144d9c8780608425dd34bfaf7b96f0,Yes,1,7525
3ee7811d398ae2240f5d3f0684ecb8d3,Yes,1,7526
cccb7ec704e828b99068ec1b9cf1fc03,WEBSITE,WEBSITE,WEBSITE
87beda256fb458032e2ca68974cc3acc,No,1,7527
2723158d0ff85a73b387df5e2809f0bc,No,1,7527
da1e732bc2b7ce5dafda6bfc58a4b5ec,No,1,7527
69ee114722e3e7df044c4eaec11ff77c,No,1,6261
3f2798418e4bad12ef063cb9300805bd,Yes,1,7528
e2a95f085fcfbe679d6915921ce6603f,No,1,253688
803ae237d2df8bdde7bcbd872396d192,No,1,7529
e64caaff8e5c0399ab73c9fe1e37bd79,No,1,7530
c04a5ed0320644d5aa85fd487dc6f3b0,WEBSITE,WEBSITE,WEBSITE
037a15f03246f075193b2a295ba4c466,No,1,7532
ee0f827fe45c91c956bacfd78d91d47b,Yes,1,124220
e671ed4fbb952426558443e0827b7ea9,Yes,1,7533
9edfa99c15e2845965b91b38e2b1311c,Yes,1,7534
80c7c407281e2ea672696a0147d9fb12,Yes,1,7535
8efa9015a4ef4632a954e820eca834ad,No,1,7536
49c3816dd86defa0b8f4f6fa7ff8ef5e,No,1,7536
3af3d94fb6259a153cde3f009b02a81a,No,1,7536
f13b8707a8ea1da23e10c93b67bec70f,No,1,7536
7884205c412107bdfe1dd6d1356c1d56,Yes,1,7537
dd32c0fc8172acd5312c1089a5aa4d33,Yes,1,7537
734805fc5d2ef6208c3e0e405b0b62ce,No,1,7538
8b4f8b2d42f965913f12bc47f15dddfe,WEBSITE,WEBSITE,WEBSITE
39abd1c6e1d6aa57455adf5eda4325a8,No,1,7539
1f3f1ae7d482ddc4b5a930cfd8d104a6,No,1,7540
7b16a52cf3727c22984590c4f4c36039,No,1,7541
dad1b0570ebcac40e06e54e2c566d452,Yes,1,7542
131632cb7eeb986974e1be59af67e8fe,Yes,1,7542
5bebd340c511be08c1e9e6536e2d36f4,No,0,7543
1e2327accf8e3b40ac236b51c966f94a,No,1,7544
56d8b82bcfbf4e2637ba17d56b96516a,No,1,7545
c5eb4987bf9d44097f3ed42e0697a546,No,1,7546
73434c1432fa81daf8b4ee87589c509c,No,1,7547
770e1aa37246979c9e2db7b82cfd9412,No,1,7548
bcb2f48943ad975a47cdab47193c3bd0,No,1,7549
8b2af218c67338fe19c095227bd73969,WEBSITE,WEBSITE,WEBSITE
01471e17e05d411f3a4095c8f12c5e22,No,1,253087
e3efff5eac2e06e30b5d2073b765876b,WEBSITE,WEBSITE,WEBSITE
5847c1b5bad36912f13024fbe20d606e,WEBSITE,WEBSITE,WEBSITE
4427350b39dcbd8e8da4f053283e3984,No,1,253087
b85437cfc53b6de51098f159b0fb909d,WEBSITE,WEBSITE,WEBSITE
107387d5d48032f826cb8b095753b055,No,1,253087
1aad6b93bca4217b9889a246c3cb7a30,WEBSITE,WEBSITE,WEBSITE
cbe68589759f566354b16b634b2ac6b8,No,1,253087
ee364229b2791d1ef9355708eff0ba34,No,1,7550
680cdf3f4fbe1106a6b5a135d8a7c9fb,No,1,7551
04b0fdd6e57a35a2aaa0374e159a7f9f,No,1,7552
0e49c032c28f9e60a181630f281eda5a,No,1,7553
02f5df8adf0db026d38425594e68a007,No,1,3715
0a343d089f3bd7ea28315af8b4370155,No,1,3715
17a24df73c2fc374fd2abf75a8ab04f3,Yes,1,7554
