,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
2072,251,Accessories,4,4,1,0.0,Other clothing accessories,75644,1,No,Yes,No,No,No,Not VIP,2018-01-25 16:59:50.623000+00:00,187848,,84971,1,3,,3,9,347,1211,75662,T4,T4,3,141102.0
2073,173,Accessories,3,3,93,0.0,Articles of a kind normally carried in the pocket or in the handbag,99581,1,No,Yes,No,No,No,Not VIP,2018-01-26 09:20:19.270000+00:00,191476,web,113751,1,2,,2,2,6,366,99604,T3,T3,1,84626.0
2074,347,Clothing,1,1,1,21.6672,"Trousers, overalls, shorts",94114,1,Yes,Yes,No,No,Yes,VIP,2018-01-22 22:44:15.720000+00:00,377395,web,107018,1,1,,2,2,2,2,94136,T3,T3,3,256418.0
2075,53,Clothing,5,5,20,0.0,N/D,97196,1,Yes,Yes,No,No,No,Not VIP,2018-02-06 06:01:59.493000+00:00,400976,app,110810,1,3,,2,2,42,22,97219,T2,T2,3,156168.0
2076,33,Clothing,1,1,1,5.0083,"Trousers, overalls, shorts",13406,1,No,Yes,Yes,Yes,No,Not VIP,2018-01-11 11:40:59.890000+00:00,93295,web,14215,921,1,,2,2,40,17,13413,T3,T4,3,76079.0
2077,67,Clothing,4,4,1,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",58272,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-20 17:04:13.433000+00:00,403374,app,64855,1,3,,2,2,29,15,58285,,,3,269117.0
2078,14,Accessories,12,12,1,33.3833,"Ties, bow ties and cravats",104037,1,Yes,Yes,No,No,No,Not VIP,2018-02-05 11:56:14.690000+00:00,247394,,51691,1,4,,2,2,6,238,104058,T4,,3,178835.0
2079,170,Clothing,3,3,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",11905,1,No,No,No,Yes,No,Not VIP,2018-02-02 06:24:52.023000+00:00,403531,app,12580,1,2,,2,2,57,366,11910,,,3,269182.0
2080,132,Clothing,46,46,12,5.008,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",17944,1,No,Yes,No,No,Yes,VIP,2018-01-04 07:55:06.563000+00:00,17431,web,19171,1,4,,2,2,3,116,17951,T1,T1,3,15741.0
2081,5,Clothing,1,1,1,5.0083,"Blouses, shirts and shirt-blouses",52013,1,No,Yes,No,Yes,No,VIP,2018-01-19 12:30:09.736000+00:00,151474,web,57642,1,1,,2,2,19,80,52025,T3,T4,3,116864.0
2082,279,Teen Girl Clothing,2,2,4,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",92319,1,Yes,Yes,No,No,No,VIP,2018-02-15 09:37:55.090000+00:00,299066,,104823,1,1,,2,2,10,65,92341,T2,T2,3,196168.0
2083,38,Clothing,2,2,1,0.0,"Blouses, shirts and shirt-blouses",105243,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-29 19:34:23.036000+00:00,210541,web,120711,1,1,,2,2,14,303,105265,T4,,3,155900.0
2084,4,Clothing,1,1,20,0.0,N/D,32042,1,Yes,Yes,No,No,Yes,VIP New,2018-01-17 16:20:28.396000+00:00,140806,web,34988,1,1,,1,1,3,723,32051,T1,T1,4,11500.0
2085,303,Clothing,14,14,1,0.0,Dresses,30227,1,No,No,No,No,No,Not VIP,2018-02-16 17:05:46.043000+00:00,385937,web,143225,1,3,,1,3,9,325,30235,,,3,225245.0
2086,16,Shoes,5,5,4,0.0,Other footwear with outer soles of leather,66763,1,No,No,No,Yes,No,Not VIP,2018-01-11 19:52:34.456000+00:00,98338,web,57574,924,3,,2,2,12,80,66780,T4,T4,3,23904.0
2087,812,Clothing,14,14,14,47.7531,"Trousers, overalls, shorts",154083,1,Yes,No,No,No,Yes,VIP New,2018-01-02 11:00:03.083000+00:00,5883,web,181351,1,3,,2,2,201,46,154115,T1,T2,3,5562.0
2088,440,Clothing,1,1,2,5.0083,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",151079,1,No,Yes,No,No,No,Not VIP,2018-02-09 12:27:42.273000+00:00,270857,web,177703,5082,1,,2,2,14,1201,151112,T4,,4,193204.0
2089,20,Clothing,4,4,1,0.0,"Trousers, overalls, shorts",40106,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-14 08:26:50.066000+00:00,293995,,44124,1,3,,2,2,19,1115,40116,T2,T2,4,207675.0
2090,326,Shoes,5,5,1,0.0,Other footwear with outer soles of leather,64673,1,No,No,No,Yes,No,Not VIP,2018-01-11 11:26:30.393000+00:00,93156,web,72298,924,3,,2,2,30,458,64690,T4,,3,75983.0
2091,384,Shoes,5,5,4,0.0,Footwear with outer soles of rubber or plastics,16025,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-21 20:20:53.593000+00:00,164673,web,61815,1,3,,4,2,253,11,16032,T4,,3,125909.0
2092,9,Clothing,5,5,3,0.0,"Trousers, overalls, shorts",26799,1,Yes,Yes,No,Yes,Yes,VIP,2018-02-13 12:43:19.713000+00:00,290046,app,29091,1,3,,2,2,21,236,26807,T1,T1,3,3107.0
2093,85,Clothing,5,5,13,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",43370,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-08 13:49:55.853000+00:00,52863,web,47846,921,3,,2,2,114,44,43381,VIP,VIP,3,42018.0
2094,9,Clothing,9,9,1,0.0,"Trousers, overalls, shorts",35917,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-17 01:20:07.046000+00:00,404612,,39375,1,3,,1,3,55,391,35926,T4,T4,3,151399.0
2095,92,Accessories,5,5,20,0.0,,6810,1,Yes,No,No,No,No,Not VIP,2018-01-04 11:08:31.003000+00:00,18293,web,7348,1,3,,2,2,655,36,6814,T1,,4,16479.0
2096,314,Clothing,12,12,4,33.3833," T-shirts, singlets and other vests",6602,1,Yes,Yes,No,No,No,Not VIP,2018-01-19 04:07:42.053000+00:00,149666,app,6888,1,4,,2,2,8,336,6606,T4,,3,115692.0
2097,92,Accessories,1,1,1,5.0083,"Shawls, scarves, mufflers, mantillas, veils and similar articles",94395,1,Yes,Yes,No,No,No,Not VIP,2018-01-14 21:42:55.390000+00:00,398526,web,107377,1,1,,2,2,17,85,94418,T3,T3,4,115304.0
2098,34,Shoes,9,9,1,0.0,Footwear with outer soles of leather or composition leather,3054,1,No,Yes,No,Yes,No,Not VIP,2018-01-01 15:04:49.586000+00:00,2216,web,3145,1,3,,5,3,31,11,3057,T4,T4,4,2124.0
2099,97,Clothing,9,9,21,54.9921,Dresses,153048,1,No,Yes,No,Yes,Yes,VIP,2018-02-04 11:26:50.790000+00:00,401302,,180109,1,3,,2,2,33,270,153081,T1,T1,3,260805.0
2100,132,Clothing,12,12,2,33.3833,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",46698,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-11 04:07:35.143000+00:00,89877,,30926,924,4,,2,2,3,384,46711,T3,T4,3,73662.0
2101,318,Shoes,19,19,29,0.0,Other footwear,17912,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-20 03:16:18.086000+00:00,155180,web,19136,1,4,,2,2,38,382,17919,T4,T4,3,119338.0
2102,1108,Clothing,1,1,1,0.0,"Trousers, overalls, shorts",27344,1,Yes,Yes,No,No,Yes,VIP New,2018-01-26 15:17:45.990000+00:00,193013,,29697,664,1,,1,3,42,309,27352,T1,T1,3,87826.0
2103,216,Clothing,3,3,1,0.0,Jackets and blazers,22260,1,No,Yes,No,Yes,Yes,VIP,2018-01-04 13:16:36.006000+00:00,18950,web,23957,1,2,,2,2,57,271,22268,T1,T1,3,5733.0
2104,162,Clothing,1,1,14,5.0083,Shirts,115664,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-12 10:37:53.170000+00:00,393455,web,133533,1,1,,2,2,371,1216,115692,,,4,264448.0
2105,199,Accessories,5,5,2,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",3032,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-04 16:59:17.903000+00:00,20268,,21708,1,3,,2,2,6,222,3035,T4,,3,18173.0
2106,17,Accessories,5,5,1,0.0,,153834,1,Yes,No,No,Yes,No,Not VIP,2018-01-15 23:30:01.413000+00:00,130782,web,99432,1,3,,2,2,102,479,153866,T3,T3,3,102764.0
2107,52,Shoes,61,61,29,0.0,Other footwear with outer soles of leather,152710,1,No,Yes,No,No,No,VIP,2018-02-04 22:41:07.253000+00:00,244874,web,179690,1,3,,2,2,31,15,152743,T2,T2,6,30263.0
2108,84,Shoes,19,19,1,0.0,Footwear with outer soles of rubber or plastics,27162,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 14:27:14.536000+00:00,377242,web,29494,1,4,,2,2,28,883,27170,T3,T3,3,256341.0
2109,1401,Boys Clothing,40,40,3,5.8485,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",41301,1,No,Yes,No,Yes,Yes,VIP,2018-01-25 08:56:30.523000+00:00,185288,web,58161,1,4,,2,2,49,12,41311,T2,T2,3,139435.0
2110,455,Clothing,11,11,10,0.0,"Trousers, overalls, shorts",153392,1,Yes,No,No,Yes,Yes,Not VIP,2018-01-15 18:17:30.563000+00:00,129401,web,180536,1,3,,1,3,27,372,153425,T4,,3,101766.0
2111,340,Clothing,1,1,12,5.008," T-shirts, singlets and other vests",16500,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-03 23:12:00.870000+00:00,15747,app,17582,1,1,,4,2,3,33,16507,VIP,VIP,6,14272.0
2112,119,Shoes,5,5,1,0.0,N/D,91220,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-21 17:51:21.273000+00:00,163950,web,93429,1,3,,2,2,38,334,91242,T3,T4,3,100253.0
2113,816,Bags,30,30,34,0.0,,26676,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 16:30:46.483000+00:00,84273,web,28946,924,3,,2,2,17,225,26684,T3,T4,3,69402.0
2114,99,Shoes,5,5,26,0.0,,94690,1,No,Yes,No,Yes,No,Not VIP,2018-02-17 04:02:16.403000+00:00,307803,web,107735,1,3,,5,2,207,1368,94713,T4,,3,215887.0
2115,913,Accessories,4,4,24,0.0,Articles of a kind normally carried in the pocket or in the handbag,2264,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-09 02:58:20.340000+00:00,268764,web,141034,1,3,,5,2,17,1098,2267,VIP,VIP,6,10594.0
2116,19,Shoes,4,4,1,0.0,Footwear with outer soles of rubber or plastics,46405,1,No,Yes,No,Yes,No,Not VIP,2018-01-26 12:47:56.630000+00:00,374795,web,51290,1,3,,2,9,30,448,46418,T4,T4,4,79978.0
2117,36,Accessories,5,5,1,0.0,"Of base metal, whether or not plated with precious metal",126163,1,No,Yes,No,No,No,Not VIP,2018-01-04 08:10:55.690000+00:00,385299,,146778,1,3,,2,2,6,22,126193,T4,T4,3,260376.0
2118,73,Clothing,9,9,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",154517,1,No,Yes,No,Yes,No,Not VIP,2018-01-25 14:20:16.540000+00:00,186791,app,181869,1,3,,1,3,47,85,154549,T3,T3,4,140422.0
2119,833,Clothing,5,5,12,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",65044,1,Yes,Yes,No,No,No,Not VIP,2018-02-03 07:49:12.846000+00:00,236137,app,72735,1,3,,2,2,14,85,65061,T2,T2,3,165219.0
2120,1503,Clothing,12,12,2,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",86174,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-18 23:35:36.450000+00:00,148830,web,97529,1,4,,2,2,19,101,86196,VIP,VIP,6,33.0
2121,162,Clothing,1,1,40,0.0,N/D,8762,1,No,Yes,No,No,No,Not VIP,2018-02-07 19:59:28.900000+00:00,371915,app,24934,1,1,,1,1,96,968,8767,T4,T4,4,102440.0
2122,242,Clothing,1,1,1,0.0,Dresses,93069,1,No,Yes,No,No,Yes,Not VIP,2018-01-22 15:37:50.900000+00:00,169088,web,105771,1,1,,1,1,57,811,93091,T3,,3,128831.0
2123,9,Bags,17,17,1,19.1182,"Handbags, whether or not with shoulder strap, including those without handle",1098,1,Yes,Yes,No,No,No,Not VIP,2018-01-21 17:44:34.123000+00:00,163913,app,1118,1,4,,2,2,17,188,1100,T4,,3,125368.0
2124,2555,Accessories,4,4,2,0.0,Sunglasses,134456,1,No,Yes,No,No,Yes,Not VIP,2018-02-18 19:59:57.433000+00:00,315526,web,156961,1,3,,2,2,17,15,134487,T4,T4,4,216910.0
2125,52,Accessories,4,4,1,42.5001,Belts,148138,1,No,Yes,No,No,Yes,Not VIP,2018-02-13 00:20:23.150000+00:00,372508,,174167,1,3,,2,2,17,54,148171,T4,T4,3,253905.0
2126,105,Clothing,3,3,21,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",23020,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 14:22:53.943000+00:00,53588,,24806,921,2,,2,2,8,620,23028,T1,T1,3,39972.0
2127,172,Homeware,1,1,1,5.92,Of porcelain or china,76296,1,Yes,Yes,No,No,Yes,VIP,2018-01-14 00:09:57.490000+00:00,121271,web,85778,1,1,,2,2,1,186,76314,T1,T2,3,95899.0
2128,4,Shoes,5,5,2,0.0,Footwear with outer soles of rubber or plastics,834,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-14 03:32:52.366000+00:00,293234,web,845,1,3,,2,2,77,127,836,T4,,3,207228.0
2129,52,Clothing,1,1,2,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",22154,1,No,Yes,No,Yes,Yes,VIP,2018-01-15 19:53:29.730000+00:00,129850,web,23835,1,1,,2,2,8,22,22162,T4,,3,102092.0
2130,75,Clothing,11,11,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",14276,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-13 00:03:22.836000+00:00,113444,web,15166,924,3,,5,3,3,671,14283,T2,T2,4,90363.0
2131,141,Shoes,9,9,1,0.0,Other footwear with outer soles of leather,1124,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 09:38:45.606000+00:00,402673,app,1144,921,3,,1,3,11,230,1126,T4,T4,3,268788.0
2132,530,Boys Clothing,24,24,23,0.0,"T-shirts, singlets and other vests",125294,1,No,Yes,No,No,Yes,Not VIP,2018-02-11 21:25:03.720000+00:00,282580,app,145671,5407,3,,1,3,48,1225,125324,T2,T2,3,200546.0
2133,251,Clothing,7,7,9,0.0,"Trousers, overalls, shorts",40299,0,No,No,No,Yes,Yes,Not VIP,2018-01-09 15:07:52.070000+00:00,70120,web,44337,924,1,,2,2,201,184,40309,T4,,3,58610.0
2134,87,Accessories,16,16,1,11.8305,"Gloves, mittens and mitts",93184,1,No,No,No,Yes,No,VIP New,2018-01-11 01:35:27.473000+00:00,394759,web,105904,921,4,,2,2,347,11,93206,VIP,VIP,6,53147.0
2135,5,Shoes,29,29,1,0.0,Footwear with outer soles of rubber or plastics,3106,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-10 16:44:16.013000+00:00,84431,web,3200,924,3,,1,3,158,38,3109,T4,,3,69527.0
2136,9,Accessories,4,4,1,0.0,"Other e.g. braces, suspenders, garters and similar articles",30414,1,No,No,No,No,No,Not VIP,2018-01-06 20:15:51.920000+00:00,34653,web,33167,1,3,,1,3,102,127,30422,T4,,3,30537.0
2137,443,Clothing,9,9,12,0.0,Jackets and blazers,133308,1,No,Yes,No,No,Yes,VIP New,2018-02-04 06:53:54.670000+00:00,240777,web,155544,1,3,,1,3,165,695,133338,VIP,VIP,3,10507.0
2138,263,Clothing,1,1,2,0.0,Brassi?res,3969,1,No,Yes,No,No,No,VIP New,2018-02-05 13:25:49.420000+00:00,247800,web,4101,1,1,,1,6,399,295,3973,T2,,4,179080.0
2139,9,Clothing,1,1,1,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",8693,1,No,No,No,Yes,No,Not VIP,2018-01-02 19:50:29.420000+00:00,8598,web,13037,1,1,,2,2,47,44,8698,T4,,4,7945.0
2140,2,Shoes,67,67,4,58.7398,Other footwear,29614,1,No,Yes,No,No,Yes,Not VIP,2018-01-20 10:53:40.123000+00:00,156604,web,32245,1,4,,2,2,23,44,29622,VIP,VIP,3,120271.0
2141,5,Clothing,16,16,1,15.4853,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",110626,1,Yes,Yes,No,No,No,Not VIP,2018-02-10 08:29:25.273000+00:00,275334,app,127383,1,4,,2,2,19,86,110650,T4,T4,3,195949.0
2142,189,Accessories,1,1,1,5.0083,"Headbands, ponytail holders and similar articles",95540,1,No,Yes,No,No,No,Not VIP,2018-01-30 23:51:51.336000+00:00,217519,web,108757,1,1,,2,2,258,52,95563,T4,,3,160332.0
2143,1246,Clothing,9,9,23,0.0,Dresses,22869,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-31 19:25:11.336000+00:00,222473,web,24633,1,3,,1,3,18,15,22877,T4,,3,163404.0
2144,87,Clothing,14,14,1,0.0,"Trousers, overalls, shorts",11489,1,No,Yes,No,No,Yes,VIP,2018-01-09 23:20:03.096000+00:00,75270,app,12144,1,3,,1,3,181,265,11494,T2,T2,3,62596.0
2145,263,Clothing,1,1,2,0.0,Brassi?res,85587,1,No,Yes,No,No,No,Not VIP,2018-01-06 06:14:43.776000+00:00,30403,web,96839,1,1,,5,1,35,295,85609,T3,T3,1,26898.0
2146,12,Clothing,1,1,1,5.0083,"Trousers, overalls, shorts",32432,1,No,Yes,No,No,No,Not VIP,2018-02-13 06:32:55.110000+00:00,288849,web,35419,1,1,,2,2,29,1071,32441,T3,T3,3,110737.0
2147,554,Clothing,17,17,8,0.0,"Trousers, overalls, shorts",147721,1,No,No,No,Yes,No,VIP,2018-01-09 09:43:40.566000+00:00,66154,web,173644,924,4,,2,2,401,577,147753,T2,T2,3,14391.0
2148,140,Clothing,3,3,1,0.0,"Trousers, overalls, shorts",153612,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-09 03:27:04.750000+00:00,62950,web,180798,921,2,,2,2,9,1,153644,T2,T2,3,20711.0
2149,28,Clothing,9,9,22,0.0,Jackets and blazers,93326,1,No,No,No,No,No,Not VIP,2018-01-28 20:05:21.570000+00:00,374167,,108305,1,3,,2,2,14,308,93348,T4,,3,254771.0
2150,113,Accessories,1,1,1,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",13036,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-22 08:43:50.013000+00:00,385833,web,13807,1,1,,2,2,6,1201,13043,VIP,VIP,6,32888.0
2151,70,Shoes,30,30,26,11.2784,Footwear with outer soles of rubber or plastics,2097,1,No,No,No,No,Yes,Not VIP,2018-01-24 15:48:20.123000+00:00,181169,web,1860,1,3,,3,2,297,57,2100,,,1,128923.0
2152,126,Shoes,1,1,1,0.0,Other footwear with outer soles of leather,127318,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-28 19:18:25.620000+00:00,395929,,148213,1,1,,2,2,38,182,127348,T4,T4,3,260764.0
2153,101,Clothing,50,50,71,0.0,"Trousers, overalls, shorts",91371,1,No,Yes,No,No,No,VIP,2018-02-04 19:31:22.003000+00:00,244025,,103686,1,3,,1,3,201,334,91393,VIP,VIP,4,176768.0
2154,535,Girls Clothing,19,19,1,0.0,"Trousers, overalls, shorts",45213,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-08 12:21:28.776000+00:00,50855,,49936,924,4,,5,2,39,428,45226,T2,T2,3,43773.0
2155,723,Clothing,1,1,4,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",9217,1,Yes,Yes,No,No,Yes,VIP New,2018-01-02 17:12:40.853000+00:00,7830,web,9716,1,1,,2,2,71,776,9223,T2,T2,9,7237.0
2156,698,Clothing,1,1,1,5.0083,Jackets and blazers,151630,1,Yes,No,No,No,Yes,VIP,2018-02-09 14:25:41.730000+00:00,271441,app,178375,1,1,,4,2,14,39,151663,T1,T1,3,44414.0
2157,105,Shoes,14,14,1,0.0,Footwear with outer soles of leather or composition leather,27113,1,Yes,Yes,No,No,Yes,VIP,2018-02-09 11:54:23.940000+00:00,400480,web,29441,1,3,,1,3,5,186,27121,T1,T1,3,3774.0
2158,37,Clothing,48,48,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",65512,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-11 14:47:03.040000+00:00,95264,app,73278,1,4,,5,2,33,36,65529,VIP,VIP,6,12492.0
2159,113,Clothing,61,61,1,0.0,,75743,1,No,Yes,No,No,Yes,Not VIP,2018-01-13 16:25:56.500000+00:00,119816,web,11118,1,3,,2,2,3,11,75761,T2,T4,3,94772.0
2160,414,Clothing,51,51,2,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",90001,1,No,Yes,No,Yes,No,VIP,2018-01-10 13:26:49.253000+00:00,382119,web,102079,924,4,,2,2,263,85,90023,T2,T2,2,195906.0
2161,22,Accessories,12,12,1,28.7029,,126472,1,Yes,Yes,No,No,Yes,VIP,2018-02-17 09:21:21.520000+00:00,308575,app,147179,1,4,,4,2,6,106,126502,T1,T1,6,131713.0
2162,115,Clothing,1,1,1,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",6352,1,No,Yes,No,No,Yes,Not VIP,2018-01-30 04:10:29.110000+00:00,212390,web,6628,1,1,,2,2,14,341,6356,T3,T3,3,157131.0
2163,87,Clothing,15,15,1,7.0," T-shirts, singlets and other vests",25731,1,Yes,Yes,Yes,No,No,VIP New,2018-02-01 18:01:42.523000+00:00,227911,web,27884,1,4,,2,2,19,1216,25739,VIP,VIP,3,29644.0
2164,904,Shoes,4,4,4,0.0,Other footwear,151764,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-03 15:44:09.820000+00:00,386336,,178529,4,3,,2,2,53,229,151797,T3,T3,3,163930.0
2165,92,Clothing,16,16,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1799,1,No,No,No,No,No,Not VIP,2018-01-21 11:18:36.403000+00:00,401143,web,1847,1,4,,3,17,2,749,1802,T3,T3,4,90533.0
2166,23,Shoes,4,4,2,0.0,Other footwear with outer soles of leather,9643,1,No,Yes,No,No,No,Not VIP,2018-02-11 18:48:16.053000+00:00,281994,web,7260,1,3,,2,2,208,1260,9649,T4,T4,3,5343.0
2167,898,Boys Clothing,4,4,1,0.0,Shirts,66389,1,No,Yes,No,No,No,VIP,2018-02-04 21:14:40.673000+00:00,244512,,132888,1,3,,2,2,196,719,66406,T2,T2,6,177091.0
2168,20,Clothing,1,1,4,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",4396,1,No,Yes,No,Yes,No,Not VIP,2018-01-26 02:56:43.416000+00:00,190242,web,4562,1,1,,2,2,19,236,4400,T4,T4,3,142690.0
2169,844,Girls Clothing,39,39,12,0.0,"T-shirts, singlets and other vests",103077,1,No,No,No,Yes,No,Not VIP,2018-01-28 13:51:08.146000+00:00,203239,,118041,1,4,,2,2,85,429,103099,T2,T2,3,2396.0
2170,94,Clothing,9,9,1,0.0," T-shirts, singlets and other vests",23944,1,No,No,No,Yes,Yes,Not VIP,2018-01-08 21:01:20.830000+00:00,59718,web,36877,921,3,,1,3,14,335,23952,T2,T2,4,50756.0
2171,104,Accessories,50,50,1,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",72697,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-12 22:44:05.596000+00:00,112812,app,81541,921,3,,1,3,17,124,72715,T2,T2,3,89902.0
2172,69,Pre-Owned,3,3,34,22.0668,,91874,1,No,Yes,No,No,No,Not VIP,2018-02-15 02:24:42.860000+00:00,381204,app,131682,1,2,,2,2,17,44,91896,T3,T3,4,258362.0
2173,362,Clothing,3,3,4,0.0,"Trousers, overalls, shorts",31730,1,Yes,Yes,No,No,Yes,VIP New,2018-01-09 08:01:35.816000+00:00,65038,web,34636,921,2,,2,2,114,78,31738,T2,T2,4,54774.0
2174,16,Clothing,9,9,9,54.9921,Dresses,14383,1,No,No,No,No,No,Not VIP,2018-01-24 10:03:55.313000+00:00,179425,,78259,1,3,,2,2,33,934,14390,T1,,4,135661.0
2175,182,Clothing,1,1,2,0.0,"Trousers, overalls, shorts",154275,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-04 19:45:57.106000+00:00,395587,web,181576,1,1,,1,6,114,244,154307,,,3,265478.0
2176,99,Clothing,12,12,26,35.7236,"Trousers, overalls, shorts",114100,1,Yes,Yes,No,No,Yes,VIP New,2018-02-11 21:57:39.516000+00:00,282692,,131625,1,4,,2,2,2,208,114126,VIP,VIP,6,23077.0
2177,5,Shoes,5,5,1,0.0,N/D,12183,1,No,No,No,No,No,Not VIP,2018-01-26 08:54:06.433000+00:00,191368,web,12878,3251,3,,2,2,38,78,12188,T4,,3,143360.0
2178,17,Shoes,5,5,1,0.0,Other footwear with outer soles of leather,58018,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 21:38:27.500000+00:00,60143,app,64569,921,3,,2,2,12,287,58031,T4,T4,3,51105.0
2179,320,Shoes,3,3,1,0.0,Footwear with outer soles of leather or composition leather,49438,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-15 13:30:29.936000+00:00,372182,web,54718,1,2,,2,2,5,225,49450,T3,T3,3,253752.0
2180,457,Clothing,12,12,2,33.3833,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",70384,1,Yes,Yes,No,Yes,No,VIP,2018-01-11 05:54:10.940000+00:00,90520,app,78876,921,4,,2,2,2,11,70401,T1,T1,6,74128.0
2181,4,Shoes,16,16,5,14.5035,Footwear with outer soles of rubber or plastics,109236,1,No,Yes,No,Yes,No,Not VIP,2018-02-17 07:55:19.236000+00:00,401667,web,125648,1,4,,2,2,101,22,109260,,,3,233133.0
2182,194,Clothing,3,3,35,55.3882,"Trousers, overalls, shorts",85683,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 13:18:32.090000+00:00,52166,web,96957,921,2,,5,2,40,214,85705,T4,T4,3,44845.0
2183,1441,Clothing,1,1,24,0.0,"Trousers, overalls, shorts",152392,1,Yes,Yes,No,No,Yes,VIP New,2018-01-29 22:52:26.046000+00:00,386151,web,179308,1,1,,1,1,33,199,152425,VIP,VIP,6,18075.0
2184,23,Bags,60,60,20,0.0,,22194,1,No,No,No,No,No,Not VIP,2018-01-06 22:19:19.023000+00:00,403841,,66070,1,3,,1,3,17,39,22202,,,3,110736.0
2185,219,Clothing,10,10,2,0.0,N/D,77693,1,No,Yes,No,Yes,No,Not VIP,2018-01-09 13:32:43.436000+00:00,398121,web,15622,924,3,,5,3,120,8,77711,,,3,266697.0
2186,344,Shoes,5,5,24,0.0,Other footwear,127666,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-13 20:22:11.070000+00:00,291959,web,148634,1,3,,2,2,101,138,127696,T4,,3,206384.0
2187,348,Clothing,1,1,1,0.0,"Trousers, overalls, shorts",59550,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-26 03:21:59.663000+00:00,190314,web,66356,1,1,,2,2,34,1115,59564,T2,T2,4,51852.0
