id,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
6c28a85345671b43cc456335703662ad,317,Shoes,5,5,26,0,Other footwear,96499,1,Yes,No,No,No,Yes,Not VIP,2018-02-12 10:57:43.993000+00:00,284763,,146419,1,3,,2,2,38,1071,96522,T2,T2,3,176753
3f4d07e8ac074c73fcc6ac16d3232a5a,397,Shoes,5,5,2,0,Footwear with outer soles of rubber or plastics,27024,1,No,Yes,No,Yes,No,Not VIP,2018-01-13 08:21:59.473000+00:00,117245,web,30318,924,3,,2,2,28,30,27032,T4,,3,92922
bc5c3801fd5679f588a00c0e2c2579df,101,Clothing,7,7,2,0,Shirts,4313,0,No,Yes,No,Yes,No,Not VIP,2018-01-12 15:54:14.793000+00:00,108540,,4468,921,1,,3,2,2,8,4317,,,3,2745
a228a3fd54f3096e2fdac092e7127afc,461,Shoes,9,9,1,0,Other footwear,1841,1,No,No,No,Yes,No,Not VIP,2018-01-06 15:20:33.916000+00:00,374146,web,1890,1,3,,1,3,11,17,1844,T4,T4,3,254761
b1566c21fddc64faf651df53e96c2e79,1090,Clothing,7,7,8,0,Skirts,141172,0,No,Yes,No,Yes,No,Not VIP,2018-02-01 00:20:33.246000+00:00,390024,app,165368,1,1,,3,4,395,796,141204,T4,T4,4,108566
4fbd30307aac385e7f8e29d86d63b3ce,16,Clothing,1,1,4,0,"Blouses, shirts and shirt-blouses",83053,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-17 07:13:39.960000+00:00,308252,web,93843,1,1,,2,2,150,15,83074,T4,,3,216142
2e5af847e2ca63242d4620a793f120eb,251,Clothing,42,42,51,5.1665,Shirts,105501,1,No,Yes,No,Yes,No,Not VIP,2018-01-29 23:36:52.073000+00:00,211584,app,121044,1,4,,2,2,14,22,105523,T2,T2,4,116581
d888079261c24e603aa4b9f85f1782ca,37,Shoes,19,19,1,0,Footwear with outer soles of rubber or plastics,66276,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-11 17:52:39.566000+00:00,97262,app,74147,1,4,,5,2,23,36,66293,VIP,VIP,6,2247
c1d296a37ed4089fa756f1e4acfc971d,153,Shoes,7,7,1,0,Other footwear with outer soles of leather,22589,0,Yes,Yes,No,Yes,No,Not VIP,2018-02-05 11:35:56.363000+00:00,247309,app,24323,1,1,,3,2,38,15,22597,T2,T2,3,5574
f360c721a655ecbddcc0207cb4a31c44,69,Clothing,55,55,1,0,"Trousers, overalls, shorts",121621,1,Yes,Yes,Yes,No,No,Not VIP,2018-02-04 18:42:20.986000+00:00,243802,web,141061,1,3,,1,3,42,1214,121650,VIP,VIP,6,50479
9f767d3995f0f5e12dc717c465ce1991,1177,Accessories,4,4,36,0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",90447,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-21 09:55:53.156000+00:00,161780,web,102607,1,3,,1,3,17,72,90469,T4,,3,123864
33da391a7311004a40d95f7e0b0a972b,82,Bags,1,1,1,0,"Handbags, whether or not with shoulder strap, including those without handle",26914,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-23 12:52:54.633000+00:00,174088,web,29219,1,1,,1,3,17,33,26922,T3,T3,4,129390
8debc07670e4994ab351bf2225dc3d43,14,Accessories,1,1,1,0,,15594,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-08 04:53:04.843000+00:00,263281,web,16604,1,1,,2,2,17,106,15601,T4,T4,3,15476
3047b62f0d85a7caed28b6b42f48897a,37,Shoes,42,42,1,5.1665,Footwear with outer soles of rubber or plastics,3212,1,No,No,No,No,No,Not VIP,2018-01-16 07:47:49.993000+00:00,132237,,3312,1,4,,2,2,5,36,3215,T4,,3,103755
99cc80ad462f9441f221e1b991028a86,1474,Shoes,1,1,8,0,Other footwear with outer soles of leather,21182,1,Yes,No,No,Yes,No,Not VIP,2018-01-04 21:01:35.140000+00:00,21520,web,22750,1,1,,1,6,210,452,21189,T4,,4,19283
eaae5e04a259d09af85c108fe4d7dd0c,56,Boys Clothing,19,19,2,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3834,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-01 17:48:29.946000+00:00,2825,app,3963,1,4,,2,2,39,67,3838,T2,T2,3,2707
c396792b21918eff5479ce2440f63d84,1905,Clothing,1,1,1,5.0083,"Trousers, overalls, shorts",74051,1,No,Yes,No,Yes,No,Not VIP,2018-01-03 18:49:35.090000+00:00,14527,web,175022,1,1,,4,2,47,53,74069,T4,,3,13187
9366fb6cdeff0a5d6c1093d1ffcfe458,1424,Clothing,49,49,1,0,Skirts,153353,1,Yes,Yes,No,No,Yes,VIP New,2018-01-03 11:38:29.156000+00:00,12054,web,180483,1,4,,2,2,35,227,153386,VIP,VIP,6,8064
f10d0d2ce29a1fff869f5cd5a7547000,90,Clothing,36,36,26,0," T-shirts, singlets and other vests",96174,1,No,No,No,Yes,No,Not VIP,2018-01-09 19:27:23.356000+00:00,73166,web,109529,924,3,,1,3,27,14,96197,T4,T4,4,50025
045fe5ad79a9766df88544bf549a7aae,1160,Clothing,1,1,1,0,"Trousers, overalls, shorts",127661,1,No,Yes,No,No,No,Not VIP,2018-02-08 23:27:23.273000+00:00,378872,web,148627,1,1,,1,1,14,1187,127691,T3,T3,3,206363
52b06f01a530e306bd2e65e5135460a8,140,Bags,27,27,1,0,"Handbags, whether or not with shoulder strap, including those without handle",10405,1,No,No,No,No,Yes,Not VIP,2018-01-11 20:53:24.066000+00:00,396373,web,18715,1,3,,1,3,17,127,10411,,,4,265867
182885680bfb8779210f848a1eda1e14,46,Clothing,40,40,20,5.8485,N/D,56,1,Yes,Yes,No,No,Yes,VIP New,2018-01-07 07:36:54.833000+00:00,36886,,657,1,4,,4,2,264,22,56,T3,T4,6,32432
c4dd442ed1f1b7bc9624a512a330617c,887,Clothing,9,9,2,0,Jackets and blazers,136526,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-25 20:36:47.916000+00:00,401603,web,159545,1,3,,1,3,176,322,136557,,,3,268289
c2ffed8a392088770c3cad13bbbe3ee4,17,Clothing,5,5,1,0," T-shirts, singlets and other vests",43680,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-02-04 20:15:45.653000+00:00,244252,web,51844,1,3,,2,2,27,2,43692,T2,T3,3,76189
987c55dcd55366182ae4ad677718babd,4,Shoes,3,3,2,0,Footwear with outer soles of rubber or plastics,6309,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-21 11:28:57.700000+00:00,162131,app,6582,1,2,,2,2,152,33,6313,T4,T4,3,124109
4e370c7b2c3e69be04efc08df7a3e057,322,Shoes,3,3,1,0,Footwear with outer soles of leather or composition leather,147724,1,No,Yes,No,No,Yes,Not VIP,2018-01-08 04:50:43.520000+00:00,370861,,173647,1,2,,2,2,38,342,147756,,,3,253067
bf28366bfac4ebd447b350d97d4893d6,14,Clothing,1,1,1,20.9568,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2989,1,No,Yes,No,Yes,Yes,VIP,2018-01-09 14:55:39.473000+00:00,69945,web,3077,921,1,,2,2,42,254,2992,T1,T2,3,58483
4aaa76178f8567e05c8e8295c96171d8,33,Clothing,19,19,20,0,,3655,1,No,No,No,No,No,Not VIP,2018-01-01 17:12:04.546000+00:00,2700,web,3776,1,4,,2,2,2,316,3659,T2,T3,3,2587
65a4d1cb12c94a8239da56a456e604c8,20,Homeware,4,4,2,0,Articles of a kind normally carried in the pocket or in the handbag,81275,1,Yes,Yes,No,No,Yes,VIP,2018-01-31 11:14:30.036000+00:00,219901,web,91726,1,3,,2,2,6,115,81294,T2,T2,4,152839
d83f6b6afd5e8640babc359fa175d36b,162,Clothing,1,1,10,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",8762,1,No,Yes,No,No,Yes,Not VIP,2018-02-17 12:58:55.443000+00:00,405366,app,9220,1,1,,1,1,104,173,8767,T4,T4,3,243685
38f2c4ce19af7e349fdffa9301ecd760,166,Shoes,73,73,23,0,Other footwear,33867,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-07 18:17:58.033000+00:00,39827,web,37071,1,3,,2,2,31,176,33876,T4,,3,34893
68071c126bbd5e34b0795f8065ff8693,538,Clothing,40,40,9,5.8485," T-shirts, singlets and other vests",114873,1,Yes,Yes,No,Yes,Yes,VIP,2018-02-04 17:52:49.973000+00:00,243586,web,132582,1,4,,2,2,14,1201,114900,T2,T2,3,127343
21e9709c724238824598a6aa639b8833,187,Boys Accessories,4,4,1,0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",35387,1,No,Yes,No,No,Yes,Not VIP,2018-02-08 15:09:20.570000+00:00,265823,web,38771,1,3,,2,2,346,56,35396,T4,T4,3,190106
0794f356fadc2321cbc10d0343086182,2,Clothing,1,1,20,5.0083,,27784,1,No,Yes,No,Yes,Yes,VIP,2018-01-10 16:57:17.546000+00:00,403939,app,30186,921,1,,2,2,29,57,27792,T1,T1,4,80446
9ad45a703f22d52b2bf781df7178290d,37,Shoes,19,19,1,0,Footwear with outer soles of rubber or plastics,8091,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-09 17:14:28.726000+00:00,71813,,8485,1,4,,5,2,12,36,8096,VIP,VIP,6,6231
fd1199afdecb8d78d3354b1757af8ca6,38,Clothing,4,4,1,0,,14346,1,No,No,No,No,No,Not VIP,2018-02-15 23:19:10.110000+00:00,302319,web,128909,1,3,,1,3,14,1242,14353,T3,,3,212672
cfec644f5fe32613ff830ba2dcc4e538,182,Clothing,1,1,12,6.7488,Articles of apparel and clothing accessories,8729,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-09 18:39:35.980000+00:00,72722,web,9186,924,1,,2,2,33,497,8734,T4,T4,3,60577
b882314009c4037d0627c721210472ae,6,Clothing,17,17,1,24.3652,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",82338,1,Yes,No,No,No,No,Not VIP,2018-01-27 17:52:18.303000+00:00,199291,app,93009,3451,4,,2,2,27,1201,82358,T4,,3,148486
6dab3d48e5f41e876fba5631e5b4ef4d,87,Clothing,30,30,1,10.9623,Jackets and blazers,17739,1,No,No,No,Yes,Yes,VIP,2018-01-08 07:20:38.546000+00:00,43252,web,18950,1,3,,2,2,47,11,17746,VIP,VIP,3,37672
820c8dc6d47c4369c4adb079bdeca944,131,Shoes,3,3,1,0,Other footwear with outer soles of leather,87489,1,Yes,Yes,Yes,Yes,No,Not VIP,2018-01-20 04:24:41.266000+00:00,155384,web,99096,1,2,,2,2,72,11,87511,VIP,VIP,4,22472
c9e09d82c4fe670ae40bdf077ec8ef70,737,Clothing,7,7,8,0,N/D,10854,0,No,Yes,No,Yes,Yes,Not VIP,2018-01-11 22:49:11.063000+00:00,99905,,37497,280,1,,3,4,270,632,10860,T4,T4,7,80911
3b71f7ab95f30116e5e7ae64135d20bc,1040,Shoes,4,4,21,0,Other footwear with outer soles of leather,131850,1,Yes,No,No,No,No,Not VIP,2018-02-08 10:51:47.296000+00:00,378705,web,153812,1,3,,1,3,594,23,131880,,,4,257068
a9ef76a10fed49e9a67089ca65c62e4f,315,Clothing,19,19,1,0,Items of leather clothing & accessories,151995,1,No,Yes,No,Yes,No,Not VIP,2018-01-06 16:50:39.123000+00:00,387150,app,178798,1,4,,2,2,42,83,152028,,,6,261345
04697bc90822202f76c336d087ce6a23,87,Clothing,14,14,1,0,"Trousers, overalls, shorts",40978,1,No,Yes,No,Yes,No,Not VIP,2018-01-20 10:27:35.516000+00:00,156493,web,45112,1,3,,1,3,55,341,40988,T4,,3,120198
86d4303e4f27966fade0cf152d9ae234,53,Clothing,12,12,1,33.3833," T-shirts, singlets and other vests",2057,1,Yes,Yes,No,Yes,No,VIP,2018-01-04 06:28:58.073000+00:00,17144,web,2114,1,4,,2,2,2,10,2060,VIP,VIP,3,15488
27a4eabde2ab6c3979948d059970036c,543,Clothing,16,16,2,15.4853,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",130587,1,No,No,No,No,No,Not VIP,2018-02-16 07:48:37.910000+00:00,303585,web,152222,5082,4,,2,2,8,1338,130617,T4,,3,213450
00f9c19da313d57740f67b77c23ff0c3,198,Clothing,5,5,1,0,Skirts,155664,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-12 23:10:15.666000+00:00,400800,app,183301,921,3,,2,2,42,106,155697,T2,T2,3,55310
d6b688987b61629701f9c705a459a5de,25,Shoes,7,7,26,0,Footwear with outer soles of rubber or plastics,99967,0,No,No,No,Yes,No,Not VIP,2018-01-26 14:16:41.493000+00:00,192711,web,114221,1,1,,2,2,158,33,99990,T4,,4,144235
f3dc2b6f267def3aa77aef318d9150f4,22,Clothing,31,31,1,46.557,Shirts,112119,1,Yes,No,No,No,No,VIP,2018-02-02 21:28:16.923000+00:00,234440,web,129189,1,1,,2,2,54,104,112145,T1,T2,4,69420
b227d095974d3831f5d96502fe349197,126,Shoes,5,5,1,0,N/D,26749,1,No,Yes,No,Yes,Yes,Not VIP,2018-02-17 12:57:55.276000+00:00,309253,web,29034,1,3,,2,2,31,334,26757,T4,T4,3,216716
efdeef775a963854cc6cc76d9a569f3f,36,Accessories,1,1,1,0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",116541,1,No,No,No,No,No,Not VIP,2018-02-16 18:55:24.263000+00:00,397275,web,134648,5082,1,,2,2,17,95,116570,,,3,266306
ad1583cc5f9099c87aa41e48de5f3e21,72,Clothing,9,9,1,0,Skirts,93049,1,No,Yes,No,No,Yes,VIP,2018-01-19 13:02:39.466000+00:00,151622,web,105740,1,3,,1,3,8,107,93071,T2,T3,3,116952
0f8ecfd20251f85128109977caf9b32c,1983,Clothing,9,9,2,0,Jackets and blazers,54965,1,No,Yes,No,No,Yes,Not VIP,2018-02-05 12:21:48.030000+00:00,399104,web,182736,1,3,,2,2,14,472,54977,T4,T4,4,264467
2483fad6e5b6be281e1d704266b45182,223,Shoes,24,24,1,0,Other footwear,8037,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 10:16:48.886000+00:00,395847,web,8422,1,3,,2,2,25,94,8042,T4,T4,3,265600
cfe823e5dde07a6330926340d430cc60,84,Clothing,1,1,4,0,"Blouses, shirts and shirt-blouses",156126,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 23:26:52.923000+00:00,61246,web,183864,921,1,,1,1,42,233,156159,T1,T1,4,52008
42136732255894c0d1b9a4f7332cecb2,74,Shoes,16,16,29,0,Other footwear with outer soles of leather,52598,1,No,No,No,No,No,Not VIP,2018-01-29 00:52:43.076000+00:00,384173,web,159967,1,4,,1,6,5,27,52610,,,4,259823
89df06612f049873a6ba7355a7f7219b,283,Clothing,16,16,2,15.4853,,38894,1,Yes,Yes,No,Yes,No,VIP New,2018-01-08 09:05:55.543000+00:00,46400,app,42737,921,4,,2,2,46,94,38904,VIP,VIP,6,40200
e27c0a0c1e84fee8cf2d3252ddd8fff9,64,Girls Clothing,40,40,4,5.8485,Dresses,9676,1,No,Yes,No,No,No,Not VIP,2018-02-05 13:13:37.283000+00:00,247747,app,7339,1,4,,2,2,39,1216,9682,T2,T2,4,105962
14e249e104b29370a6dce0a16c657dda,571,Accessories,4,4,1,0,"Headbands, ponytail holders and similar articles",85010,1,No,No,No,No,Yes,Not VIP,2018-02-17 14:31:00.393000+00:00,309631,web,96137,1,3,,2,2,17,15,85032,T4,T4,4,216954
6388b68b812de0a4bc6a2778303831cc,18,Shoes,7,7,8,0,N/D,97348,0,No,No,No,Yes,Yes,Not VIP,2018-02-04 16:11:57.873000+00:00,243095,web,110998,1,1,,3,4,322,982,97371,T4,,4,176172
d0be18af46c7fa80cf340c30a0712c9a,303,Clothing,12,12,2,35.7236,Skirts,29954,1,Yes,Yes,No,No,No,VIP New,2018-01-08 09:48:31.890000+00:00,47546,,43666,921,4,,2,2,43,325,29962,VIP,VIP,6,13412
bca0a7111d4400d1e7052520dfccf422,141,Shoes,14,14,1,0,Other footwear with outer soles of leather,87721,1,No,Yes,No,Yes,No,Not VIP,2018-02-16 21:26:58.030000+00:00,386010,,99382,1,3,,1,3,38,1266,87743,,,4,260743
dac2e15187c48d25d470cfaf6d9acb19,10,Clothing,4,4,12,0,Suits,118931,1,No,Yes,No,Yes,No,Not VIP,2018-01-13 08:08:28.836000+00:00,117057,app,47334,921,3,,1,3,29,38,118959,T4,,3,92799
c08bb1f25c6a39f354905e3a849c34f4,5,Shoes,11,11,1,0,Footwear with outer soles of rubber or plastics,66581,1,No,Yes,No,Yes,No,Not VIP,2018-01-11 02:01:36.843000+00:00,89142,app,74497,924,3,,1,3,11,190,66598,T4,T4,3,73131
6410d65ffe7beaee18b2b5280267fd2c,708,Clothing,9,9,1,0,Items of leather clothing & accessories,118988,1,No,Yes,No,No,No,VIP,2018-02-08 11:15:25.003000+00:00,383770,,176326,1,3,,1,3,21,1115,119016,T1,T1,6,7092
242de90da035548009160972b802bfb9,423,Clothing,16,16,8,15.4853,"Blouses, shirts and shirt-blouses",37081,1,No,No,No,Yes,No,Not VIP,2018-01-15 13:53:36.420000+00:00,128133,web,40675,1,4,,6,2,395,425,37090,T4,,3,100859
fa7482659fd71e6e233eadf4dbf3ed4e,25,Shoes,4,4,4,0,Other footwear with outer soles of leather,3856,1,No,No,No,No,No,Not VIP,2018-01-05 09:54:42.883000+00:00,377604,,3986,7084,3,,1,3,38,33,3860,,,3,256503
cce23dfc4994313ddcc95e7afae2e508,105,Shoes,14,14,1,0,Other footwear with outer soles of leather,61350,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-10 18:51:16.200000+00:00,85723,web,68464,924,3,,1,3,262,186,61364,T3,T4,4,70533
68238a123b4d8646a3bc5a3a8447e7d8,81,Jewellery,9,9,1,0,"Of base metal, whether or not plated with precious metal",4382,1,No,Yes,No,No,No,VIP,2018-02-14 19:34:42.246000+00:00,296722,,4546,1,3,,1,3,649,83,4386,T1,T2,4,209296
fb14d37a9780bcfa4c16ffb993a49dd8,55,Boys Clothing,6,6,1,0,"Trousers, overalls, shorts",13175,1,No,No,No,No,No,Not VIP,2018-02-07 02:33:22.510000+00:00,257264,web,13956,1,4,,4,2,39,1216,13182,T3,T4,8,45034
b22181d22c747316f151a4f31f5c8012,11,Clothing,4,4,4,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",107939,1,No,No,No,No,No,Not VIP,2018-02-07 20:45:31.233000+00:00,388233,,125088,4490,3,,1,3,2,253,107963,,,4,261885
9571fe5fce57186d6f9097eff89f687b,386,Shoes,9,9,1,0,Footwear with outer soles of rubber or plastics,2246,1,No,No,No,Yes,Yes,Not VIP,2018-01-16 20:45:40.440000+00:00,135921,web,52152,1,3,,1,3,5,85,2249,T4,,3,106279
48d31ac272ff23ff6c7c9f594478fb52,310,Clothing,9,9,1,0," T-shirts, singlets and other vests",5142,1,Yes,No,No,Yes,No,Not VIP,2018-01-10 15:51:57.510000+00:00,380975,web,5344,924,3,,1,3,182,106,5146,T4,T4,3,258256
6304623fc5776371bc4ca534da848b73,1437,Clothing,9,9,1,0,Jackets and blazers,156371,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 17:41:16.193000+00:00,57220,web,184156,921,3,,1,3,29,488,156404,T3,T4,3,48774
db355b85950733a7a2d5398f988cebd8,204,Clothing,38,38,1,0,"Pantyhose, tights",34919,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-09 22:37:40.840000+00:00,74959,web,38257,924,3,,1,3,1,34,34928,VIP,VIP,3,39971
1ef4c080a829d93b6fe9740f83167df7,914,Clothing,4,4,1,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",97828,1,Yes,No,No,Yes,No,Not VIP,2018-01-25 09:26:58.020000+00:00,185421,web,111581,1,3,,3,2,114,221,97851,,,1,139526
db092e717eaadabe2da467335e154e66,61,Clothing,16,16,24,15.4853,Dresses,83,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-11 15:43:59.206000+00:00,394755,web,84,924,4,,2,2,344,138,83,,,3,265078
0e2e38c0edef3ad4fd32bc92bb9d090a,75,Shoes,16,16,1,34.1055,Other footwear with outer soles of leather,28429,1,No,No,No,No,No,Not VIP,2018-02-15 05:49:14.380000+00:00,298465,web,98021,5082,4,,2,2,38,1216,28437,T4,,3,210303
9680f14b777a0ca294e91ba1cc548042,52,Shoes,1,1,1,0,Other footwear with outer soles of leather,11027,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 15:04:19.990000+00:00,54465,web,11639,921,1,,1,1,31,27,11032,T2,T2,3,46601
4730133940936109005c808ba72a3ad2,256,Clothing,1,1,14,0,Skirts,117343,1,Yes,Yes,No,No,No,Not VIP,2018-02-09 14:05:21.430000+00:00,378936,web,135617,1,1,,1,6,19,1178,117372,T4,T4,4,257198
4147493aac797115203a0e7af63e9b0b,169,Shoes,40,40,1,5.8485,Footwear with outer soles of rubber or plastics,32648,1,No,Yes,No,No,Yes,Not VIP,2018-01-07 12:16:11.660000+00:00,37987,web,35675,1,4,,2,2,5,286,32657,T4,,3,33342
8c04d578efdc12dd6e347154a1e08bce,1217,Clothing,1,1,2,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",47278,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-06 07:35:06.143000+00:00,402575,web,52272,1,1,,2,2,19,86,47290,T4,T4,3,78106
c79a0ebc9cd738217dd9ef286f48f07d,87,Clothing,2,2,1,40.8036,Shirts,37571,1,No,Yes,No,Yes,No,Not VIP,2018-02-01 21:55:44.286000+00:00,229020,,41227,1,1,,5,2,29,207,37580,T3,T4,4,130394
6c4c9c97bc5a1a7af8198dcfc303bdb5,1040,Shoes,9,9,21,0,Other footwear with outer soles of leather,42541,1,No,Yes,No,No,No,Not VIP,2018-01-10 08:10:40.943000+00:00,78830,web,173963,1,3,,2,9,156,99,42551,T4,,3,65265
c1629f128112ff0da5a7e85059a64338,362,Clothing,1,1,2,5.0083,Dresses,145548,1,No,Yes,Yes,No,Yes,Not VIP,2018-01-17 05:38:32+00:00,137916,web,170908,1914,1,,2,2,140,455,145580,VIP,VIP,6,102418
5c71cbf82bca25546ef44fcb58a1a9db,53,Clothing,24,24,1,0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",32601,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-23 19:34:23.156000+00:00,176227,,35616,1,3,,1,3,42,178,32610,T2,T3,3,90787
bb49fb80a139ded4f235f94c7ea68f6a,340,Clothing,5,5,12,0," T-shirts, singlets and other vests",154877,1,No,No,No,Yes,No,Not VIP,2018-01-12 20:56:00.920000+00:00,111807,app,182327,921,3,,2,2,27,176,154910,T3,T4,3,57821
0d382a5fec7012c843c1bdfb0935c9a6,698,Clothing,1,1,2,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",69103,1,No,No,No,Yes,No,Not VIP,2018-01-04 02:38:58.443000+00:00,371310,web,77387,1,1,,2,2,14,39,69120,,,3,253308
2c6c51b92dd19cada6c52a82b1a3dc4a,270,Shoes,1,1,1,0,,129992,1,Yes,Yes,No,No,No,Not VIP,2018-02-15 17:59:22.503000+00:00,301067,web,151489,1,1,,2,2,76,152,130022,T3,T4,4,211898
d2a5ea50f67b271bf409e81d5d0e17db,31,Girls Clothing,19,19,1,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",45752,1,No,Yes,No,Yes,Yes,Not VIP,2018-02-03 02:58:04.733000+00:00,235414,web,50537,1,4,,2,2,85,163,45765,T2,T2,3,171396
ffeabd223de0d4eacb9a3e6e53e5448d,212,Shoes,1,1,1,5.0083,Other footwear,489,1,No,No,No,Yes,No,Not VIP,2018-01-01 02:44:12.243000+00:00,344,web,494,1,1,,2,2,12,32,491,T4,,3,333
869fa4220b942e59eb4ccfe38f62ac0d,103,Clothing,14,14,1,11.6451,"Trousers, overalls, shorts",63719,1,Yes,No,No,Yes,No,Not VIP,2018-02-01 09:49:35.323000+00:00,225519,,71201,1,3,,2,2,56,95,63735,T4,,4,165310
bc05a61301dae273b18504957127ec21,141,Shoes,5,5,1,0,Other footwear,59110,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-14 19:10:33.983000+00:00,296629,web,65824,1,3,,2,2,5,1266,59124,T4,,3,209231
83bcee1b9af1f9d86a08fe397bf98d6c,14,Clothing,19,19,1,0,"Trousers, overalls, shorts",23602,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-13 15:28:45.500000+00:00,371088,,25451,1,4,,2,2,42,106,23610,VIP,VIP,6,10777
354afb309a975e849404093eee75a789,203,Shoes,3,3,26,0,Footwear with outer soles of rubber or plastics,5481,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-20 09:33:57.583000+00:00,156292,web,19672,1,2,,2,2,432,226,5485,T1,T1,3,120059
723e73bc91054440409c75d24e58e0bd,182,Clothing,3,3,2,0,Dresses,26143,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 03:15:46.216000+00:00,41890,web,28338,1,2,,2,2,114,40,26151,T3,T4,3,9997
135301247494a0060433680986fe4129,11,Accessories,16,16,1,0,"Ties, bow ties and cravats",89178,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-10 11:09:03.276000+00:00,275883,web,143385,1,4,,2,2,6,107,89200,VIP,VIP,6,568
eed8ec3cc7ca9be42eaa1b00642d03ba,600,Shoes,5,5,4,0,Other footwear,29354,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 14:42:54.846000+00:00,82970,app,31950,921,3,,2,2,460,375,29362,T4,T4,3,46729
607ed86d6426451e0ff870b1456ede47,1639,Clothing,12,12,14,33.3833," T-shirts, singlets and other vests",94146,1,Yes,Yes,No,No,No,VIP,2018-01-23 09:20:59.183000+00:00,173235,,107054,1,4,,3,2,18,451,94168,T1,T1,2,4142
4e55263505ae74fc5d622c9dfe7c4538,99,Shoes,7,7,26,0,Footwear with outer soles of rubber or plastics,2951,0,No,No,No,Yes,No,Not VIP,2018-01-03 16:35:33.206000+00:00,13788,,3041,195,1,,2,2,261,15,2954,T4,,4,12535
0f671ca1caa3a93cae5e6bfce3d34a00,25,Clothing,1,1,9,0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",22074,1,No,No,No,Yes,No,Not VIP,2018-02-12 03:52:27.623000+00:00,283588,web,23741,1,1,,2,2,27,506,22082,T4,T4,3,201234
b1c69c7aba02cf9a2feb4ffe65b652dc,388,Clothing,3,3,1,0,"Trousers, overalls, shorts",51021,1,No,Yes,No,Yes,No,Not VIP,2018-01-09 00:34:52.266000+00:00,61780,web,179798,921,2,,2,2,9,152,51033,T4,T4,3,52398
e0fd7677deb92e4e670aeb43ed80fc59,75,Jewellery,16,16,1,10.6755,"Of base metal, whether or not plated with precious metal",54862,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-13 06:16:26.736000+00:00,115957,,60940,1,4,,3,2,22,1071,54874,VIP,VIP,6,2444
f0165562d3015f2b4c159e5a9c246745,33,Shoes,55,55,1,0,Other footwear,83884,1,Yes,Yes,No,No,No,Not VIP,2018-02-09 21:58:33.883000+00:00,273617,app,94811,1,3,,3,2,53,971,83905,,,2,185858
